station_id,MAE,RMSE,R2
1216,8.471654763868975e-05,0.001165777550597866,0.9999984691713208
1223,7.299432043488881e-05,0.0017597746783496759,0.9999962141885843
1320,0.00013180479540516425,0.004222947859854826,0.9999846112127417
1405,4.089549608004022e-05,0.00027962070616447944,0.9999998589527433
